Date,Study_Turbidity_NTU,Nitrate_mgL,Nitrite_mgL,Ammonium_mgL,Calcium_mgL,Magnesium_mgL
2026-01-01,4.0960569836134795,1.444670515536347,0.08772371802421061,0.1328276804316915,49.770008817466014,9.504433636070301
2026-01-08,3.334082838594578,1.6123998089983804,0.053491556256636784,0.051265916488633934,48.25695625652899,15.26482260786327
2026-01-15,4.277226245720831,1.5725120476464793,0.05515100781445529,0.13935423018712262,43.423653776798275,9.139717244078735
2026-01-22,5.3276358276896305,0.8643129907109446,0.04851108168467666,0.15792977895037022,48.79484610246634,11.119911026606033
2026-01-29,3.219015950331997,1.0763150496595142,0.011624575694019174,0.05896588408241448,41.13587392731214,12.261481154572182
2026-02-05,3.2190356516609833,1.3325053725614255,0.049469722491015666,0.14816880646221608,43.815906966299956,14.882546578132231
2026-02-12,5.39505537860887,1.5902180508489436,0.05120460419882053,0.12063904634682493,42.57318226085448,9.128275697641122
2026-02-19,4.42092167498349,1.008330304861884,0.09926484224970572,0.1411030079997245,45.40937069693161,14.32632750430992
2026-02-26,2.9366307368780573,1.125736409334473,0.046152780704377554,0.19483964913269738,56.573292833367546,12.020466122039174
2026-03-05,4.1510720523031575,0.7574660103975887,0.05603094684667225,0.08773059419985649,35.66367403704126,10.036982697904097
2026-03-12,2.9438987686250453,0.7215173503677317,0.049305764605895135,0.06231319178212552,48.431300951872565,12.92420694852654
2026-03-19,2.941124295715692,1.5250103289576793,0.026626439247609362,0.05552427851872384,36.93642064405174,12.39811939114694
2026-03-26,3.790354725879241,1.742496011428329,0.07285645629030041,0.05920948575172809,42.64034067105283,10.79956624568241
2026-04-02,1.2040637064106425,1.1711959513678665,0.06503866065373548,0.0961449145292948,50.44475298483683,12.139604169980037
2026-04-09,1.4300986009843606,1.6014131591568097,0.06582063894086095,0.1170575987408322,45.321400095477316,11.22937280627648
2026-04-16,2.8252549649108327,1.3446544100190536,0.03181225090410522,0.11383453996650096,39.61127611035347,12.227034690502496
2026-04-23,2.2846026555986914,0.9419520981579502,0.07805588621872199,0.1413591624518012,41.42348145370016,13.324261349042093
2026-04-30,3.877096799114329,1.3445582422033655,0.021962978744154385,0.10065009459389536,48.39798874467338,15.172033632290704
2026-05-07,2.4103711093745472,1.8152146265863878,0.06173714187600541,0.17267670385786585,41.34816684141432,9.524369002346301
2026-05-14,1.8052355583976503,1.1856695843560194,0.09380911251619958,0.0867671583381022,46.08229294790988,16.266066749312532
2026-05-21,5.258778522705865,1.8258574623256025,0.030189273497386235,0.23600845832948095,45.22785919951907,8.095824400954996
2026-05-28,3.229068439416157,0.15210195836410212,0.038674045407944564,0.1312833673882503,41.74199826197091,11.696429809928834
2026-06-04,5.743117021869729,2.149310127452923,0.05199302730175283,0.05714212217918588,55.719720446626624,13.176634412969154
2026-06-11,3.7252306493600096,2.049979738934014,0.03993048691767602,0.04645537509694439,48.169595111590056,12.561983735470065
2026-06-18,4.89523871306614,1.7449647175112306,0.01898673137867735,0.12412362076215927,34.874287066711965,10.754600960358813
2026-06-25,5.930685620370296,2.231728257297751,0.05137125949612055,0.08882686073370746,45.93227157384714,11.58375549928545
2026-07-02,3.7096973654765004,1.175560957859215,0.028753925725477903,0.1357000247046046,41.69106767615806,11.013998130682335
2026-07-09,6.997031259857536,1.7470318055064928,0.05947184861270363,0.12366188122867725,49.26216667398112,10.821270486111576
2026-07-16,4.2762248813475825,2.0785678602740996,0.03161151531532394,0.09635855436715637,41.037396307836495,13.69920419404205
2026-07-23,4.542873193854202,2.6737439087517316,0.0809986881003508,0.057660314096579755,44.42631779266551,12.714030971930095
2026-07-30,5.357007502074758,1.679947002129746,0.034334934153275265,0.024257638765706774,47.524936394902284,10.614180809478691
2026-08-06,8.118565168392193,1.5121584797294387,0.04355876967588649,0.07767425239664895,49.32877597085061,13.799199750866501
2026-08-13,5.795863238840557,1.8480346248645678,0.0662703443473934,0.14281993971617363,38.99851796472112,12.614599041753218
2026-08-20,4.54491963988506,2.415154161302574,0.0253827136713209,0.11070468720651021,43.327493820795254,13.62572423767792
2026-08-27,6.48093050810037,2.030111808789648,0.05454919869208259,0.0377130610644006,42.625273444195216,13.259257683847224
2026-09-03,2.0349876200347734,0.9880959184931845,0.07614285508564857,0.10865904629255911,41.73335383713144,10.342009978155856
2026-09-10,3.7506363140057064,1.4053069732453425,0.01785033530877545,0.11926586898644184,53.82727120140548,10.879637919606061
2026-09-17,1.1483958513442696,1.238831019739216,0.05369267717064609,0.05580712818994335,47.024908554804774,13.494587210246523
2026-09-24,1.9061767413218835,1.5874579962131556,0.05519765588496847,0.1076862552972764,38.69558022832477,13.22074053086693
2026-10-01,3.7362334830429482,0.919178762449059,0.0656364574355462,0.1029104359223,49.58930973527388,11.958196812071703
2026-10-08,4.386159895994492,1.0689351413608927,0.025260985782438364,0.04285148510846885,55.610780985063165,12.234654766617563
2026-10-15,3.7056419374279645,1.043156738747137,0.023590867738314477,0.11788936801741418,50.16232630275574,14.555329791576849
2026-10-22,3.3612220611341113,0.6145940207471525,0.06043883131233796,0.12803922631841172,37.403150170229935,10.81685722232834
2026-10-29,3.1386755652928535,1.3184481108258304,0.05593969346466372,0.15415256215876386,42.57882963566874,13.094194762340075
2026-11-05,1.7257736115590872,1.3044221088719556,0.05500985700691753,0.15269010260174515,51.334555745933116,11.595614695132213
2026-11-12,2.6361869499263495,1.2020453826569844,0.056928964189939514,0.031116531602145447,41.461652671906094,11.564637593545559
2026-11-19,2.947233474848255,1.1061651466499411,0.03639950556843019,0.053108748004243866,47.219097140731144,14.19755370397438
2026-11-26,4.7685466714626985,0.6338517031798342,0.054645073943220074,0.125751763360433,48.87317026714668,13.65083269797606
2026-12-03,3.9123419474821537,1.0317418708938564,0.05586144946597363,0.12568929754561045,40.36534764210958,13.627019272001277
2026-12-10,1.3843518135647193,1.0629141933892923,0.035712971639472645,0.1257523843153024,44.702373219691,14.610957614308658
2026-12-17,3.888900763273754,0.8790890923113523,0.08731549022289514,0.29263657453273606,28.793663299654636,12.042007683265519
2026-12-24,3.0379012635004203,1.1354857153335962,0.05947665841823575,0.12854452553465837,39.87806179332855,13.363905942589927
2026-12-31,2.6876935996328495,1.3616203427258153,0.02617393005594703,0.15677828200902996,43.7371592430342,11.379466486813088
